-90.496,16.719
-90.496,16.737
-90.505,16.737
-90.505,16.719
-90.523,16.719
-90.532,16.719
-90.532,16.737
-90.532,16.746
-90.532,16.764
-90.532,16.773
-90.532,16.782
-90.541,16.782
-90.559,16.783
-90.559,16.801
-90.541,16.801
-90.541,16.81
-90.54,16.828
-90.558,16.837
-90.54,16.855
-90.558,16.855
-90.558,16.864
-90.567,16.864
-90.567,16.883
-90.567,16.892
-90.567,16.901
-90.585,16.901
-90.594,16.901
-90.594,16.919
-90.612,16.919
-90.612,16.928
-90.612,16.946
-90.621,16.947
-90.639,16.947
-90.639,16.956
-90.648,16.956
-90.657,16.956
-90.657,16.974
-90.675,16.974
-90.684,16.974
-90.684,16.983
-90.703,16.984
-90.712,16.984
-90.712,16.993
-90.702,16.993
-90.702,17.011
-90.711,17.011
-90.73,17.011
-90.739,17.011
-90.739,16.993
-90.748,16.993
-90.766,16.993
-90.766,17.011
-90.766,17.02
-90.775,17.02
-90.793,17.021
-90.802,17.021
-90.82,17.021
-90.829,17.021
-90.829,17.039
-90.847,17.039
-90.847,17.048
-90.847,17.066
-90.856,17.067
-90.865,17.067
-90.883,17.067
-90.883,17.076
-90.865,17.076
-90.865,17.094
-90.865,17.103
-90.883,17.103
-90.892,17.103
-90.892,17.094
-90.892,17.076
-90.911,17.076
-90.92,17.094
-90.938,17.094
-90.947,17.094
-90.965,17.095
-90.974,17.095
-90.974,17.104
-90.983,17.104
-90.983,17.113
-90.974,17.113
-90.983,17.131
-90.983,17.14
-91.001,17.14
-91.01,17.14
-91.01,17.159
-91.028,17.168
-91.037,17.168
-91.037,17.186
-91.037,17.195
-91.055,17.195
-91.064,17.195
-91.073,17.195
-91.091,17.214
-91.1,17.214
-91.1,17.223
-91.118,17.223
-91.118,17.232
-91.127,17.232
-91.127,17.25
-91.145,17.25
-91.145,17.26
-91.145,17.278
-91.154,17.278
-91.154,17.287
-91.172,17.287
-91.181,17.287
-91.19,17.287
-91.19,17.305
-91.19,17.314
-91.208,17.315
-91.208,17.324
-91.208,17.342
-91.19,17.342
-91.19,17.351
-91.19,17.369
-91.208,17.369
-91.217,17.369
-91.235,17.369
-91.244,17.369
-91.262,17.369
-91.271,17.351
-91.272,17.342
-91.29,17.342
-91.29,17.352
-91.289,17.37
-91.289,17.379
-91.298,17.379
-91.298,17.397
-91.307,17.397
-91.326,17.397
-91.335,17.397
-91.353,17.397
-91.362,17.398
-91.362,17.407
-91.362,17.425
-91.38,17.425
-91.38,17.434
-91.38,17.443
-91.38,17.461
-91.361,17.461
-91.361,17.47
-91.361,17.488
-91.361,17.497
-91.352,17.497
-91.334,17.488
-91.334,17.497
-91.325,17.497
-91.325,17.515
-91.334,17.515
-91.334,17.524
-91.352,17.525
-91.352,17.543
-91.361,17.543
-91.361,17.552
-91.361,17.561
-91.379,17.561
-91.379,17.579
-91.388,17.579
-91.406,17.561
-91.415,17.561
-91.424,17.58
-91.442,17.58
-91.451,17.58
-91.469,17.58
-91.469,17.589
-91.478,17.589
-91.497,17.589
-91.496,17.607
-91.505,17.608
-91.506,17.589
-91.506,17.58
-91.515,17.589
-91.533,17.59
-91.56,17.59
-91.56,17.608
-91.569,17.608
-91.569,17.617
-91.587,17.617
-91.587,17.608
-91.596,17.608
-91.614,17.617
-91.623,17.618
-91.623,17.636
-91.623,17.645
-91.632,17.645
-91.65,17.645
-91.65,17.654
-91.632,17.654
-91.632,17.645
-91.623,17.645
-91.623,17.654
-91.623,17.672
-91.614,17.672
-91.614,17.681
-91.614,17.699
-91.595,17.699
-91.595,17.708
-91.595,17.726
-91.595,17.735
-91.595,17.754
-91.595,17.763
-91.595,17.772
-91.613,17.772
-91.613,17.79
-91.622,17.79
-91.622,17.799
-91.613,17.799
-91.613,17.817
-91.622,17.817
-91.622,17.826
-91.622,17.845
-91.621,17.854
-91.621,17.872
-91.63,17.872
-91.649,17.872
-91.658,17.872
-91.676,17.872
-91.676,17.881
-91.685,17.881
-91.703,17.882
-91.712,17.882
-91.73,17.882
-91.73,17.891
-91.739,17.891
-91.748,17.891
-91.748,17.909
-91.766,17.909
-91.775,17.909
-91.793,17.91
-91.793,17.919
-91.793,17.937
-91.775,17.937
-91.766,17.937
-91.766,17.946
-91.766,17.964
-91.748,17.964
-91.748,17.973
-91.766,17.982
-91.766,18
-91.765,18.009
-91.765,18.027
-91.765,18.036
-91.765,18.055
-91.774,18.055
-91.792,18.055
-91.792,18.064
-91.792,18.082
-91.792,18.091
-91.801,18.091
-91.801,18.082
-91.819,18.082
-91.829,18.064
-91.838,18.064
-91.837,18.082
-91.856,18.083
-91.865,18.083
-91.865,18.064
-91.883,18.065
-91.883,18.083
-91.892,18.083
-91.91,18.083
-91.91,18.065
-91.91,18.056
-91.91,18.038
-91.92,18.038
-91.938,18.038
